City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,las tablas,7.7667,-80.2833,86.18,99,93,5.73,PA,1722014514
1,doctor arroyo,23.6667,-100.1833,66.56,73,99,1.41,MX,1722014515
2,yellowknife,62.456,-114.3525,74.41,46,40,13.8,CA,1722014483
3,coquimbo,-29.9533,-71.3436,58.73,77,0,13.8,CL,1722014515
4,puerto ayora,-0.7393,-90.3518,76.96,96,44,8.01,EC,1722014516
5,puerto natales,-51.7236,-72.4875,37.85,81,100,5.75,CL,1722014516
6,thompson,55.7435,-97.8558,73.56,94,100,8.05,CA,1722014398
7,adamstown,-25.066,-130.1015,68.22,74,100,13.38,PN,1722014517
8,riohacha,11.5444,-72.9072,93.87,48,100,14.16,CO,1722014517
9,punta arenas,-53.15,-70.9167,37.51,87,75,19.57,CL,1722014343
10,guanajuato,21.0186,-101.2591,66.99,62,84,7.49,MX,1722014517
11,barranca,-10.75,-77.7667,65.52,71,57,9.28,PE,1722014518
12,north bend,43.4065,-124.2243,67.26,72,0,10.36,US,1722014518
13,lebu,-37.6167,-73.65,49.32,60,10,13.04,CL,1722014518
14,eastham,41.8301,-69.9739,75.97,69,2,7.0,US,1722014519
15,iqaluit,63.7506,-68.5145,42.53,75,75,28.77,CA,1722014519
16,waverly,42.7392,-84.6208,78.15,53,75,3.44,US,1722014519
17,key west,24.5557,-81.7826,93.2,64,20,11.5,US,1722014520
18,brisas de zicatela,15.8369,-97.0419,87.03,63,19,6.71,MX,1722014520
19,pinotepa nacional,16.3167,-98.0167,92.05,52,14,3.24,MX,1722014520
20,pisco,-13.7,-76.2167,64.02,77,40,8.05,PE,1722014396
21,durango,24.8333,-104.8333,70.52,48,2,7.7,MX,1722014521
22,jamestown,42.097,-79.2353,75.52,44,0,8.05,US,1722014522
23,callao,-12.0667,-77.15,70.41,82,76,8.9,PE,1722014522
24,puerto colombia,10.9878,-74.9547,89.69,75,79,8.93,CO,1722014522
25,terrace,54.5163,-128.6035,58.91,100,75,8.05,CA,1722014249
26,ancud,-41.8697,-73.8203,47.5,81,65,18.3,CL,1722014523
27,whitehorse,60.7161,-135.0538,58.1,75,20,15.01,CA,1722014523
28,pimentel,-6.8367,-79.9342,70.09,64,0,13.8,PE,1722014523
29,minas de marcona,-15.2119,-75.1103,59.23,65,62,16.69,PE,1722014524
30,clarinda,40.7419,-95.0383,87.6,62,0,9.22,US,1722014524
31,pangoa,-12.1167,-73.0,89.38,39,1,4.34,PE,1722014524
32,tres palos,18.1833,-101.6167,86.97,49,79,3.8,MX,1722014475
33,guerrero negro,27.9769,-114.0611,75.92,65,76,10.38,MX,1722014525
34,tinyahuarco,-10.75,-76.3,51.33,42,10,12.41,PE,1722014525
35,rio gallegos,-51.6226,-69.2181,39.25,75,0,16.11,AR,1722014408
36,la ronge,55.1001,-105.2842,61.02,67,100,14.97,CA,1722014526
37,deschutes river woods,43.9915,-121.3584,68.0,42,20,4.61,US,1722014526
38,ushuaia,-54.8,-68.3,40.62,65,0,12.66,AR,1722014526
39,chonchi,-42.6128,-73.8092,47.12,79,79,9.64,CL,1722014527
40,carahue,-38.7,-73.1667,49.06,60,8,4.38,CL,1722014527
41,nantucket,41.2835,-70.0995,77.05,64,100,9.22,US,1722014298
42,chibougamau,49.9168,-74.3659,69.42,49,0,6.91,CA,1722014342
43,san patricio,28.017,-97.5169,82.9,61,100,4.79,US,1722014528
44,grand rapids,42.9634,-85.6681,80.26,55,40,4.0,US,1722014469
45,cauquenes,-35.9671,-72.3225,51.67,50,66,8.34,CL,1722014529
46,chimbote,-9.0853,-78.5783,67.1,70,70,7.81,PE,1722014529
47,sturgeon bay,44.8342,-87.377,73.76,53,0,8.05,US,1722014529
48,nicoya,10.1483,-85.452,82.27,82,100,4.18,CR,1722014530
49,riobamba,-1.6667,-78.6333,61.16,59,75,9.22,EC,1722014530
50,tomatlan,19.9333,-105.25,90.48,54,91,2.86,MX,1722014530
51,port isabel,26.0734,-97.2086,86.04,78,0,1.99,US,1722014531
52,puerto santa,-8.9906,-78.6456,65.89,74,76,7.78,PE,1722014531
53,san luis de la loma,17.2706,-100.8939,88.47,62,81,7.52,MX,1722014531
54,melfort,52.8667,-104.6177,60.93,59,19,23.02,CA,1722014532
55,copala,16.65,-98.9833,87.28,63,46,5.7,MX,1722014532
56,kenora,49.8167,-94.4337,77.97,73,100,18.41,CA,1722014532
57,cabot,34.9745,-92.0165,80.47,78,100,0.0,US,1722014533
58,great falls,47.5002,-111.3008,75.36,21,0,14.97,US,1722014533
59,camalu,30.85,-116.0667,70.14,82,14,5.37,MX,1722014533
60,williams lake,52.1415,-122.1445,68.05,51,75,8.05,CA,1722014534
61,topolobampo,25.6,-109.05,91.31,55,40,11.5,MX,1722014534
62,rhinelander,45.6366,-89.4121,75.74,53,20,10.36,US,1722014534
63,saucillo,28.0167,-105.2833,82.94,37,0,2.19,MX,1722014535
64,paulden,34.8856,-112.4682,87.8,49,0,5.99,US,1722014535
